NACA 0015
1.0000000 0.0015800
0.9500000 0.0100800
0.9000000 0.0181000
0.8000000 0.0327900
0.7000000 0.0458000
0.6000000 0.0570400
0.5000000 0.0661700
0.4000000 0.0725400
0.3000000 0.0750200
0.2500000 0.0742700
0.2000000 0.0717200
0.1500000 0.0668200
0.1000000 0.0585300
0.0750000 0.0525000
0.0500000 0.0444300
0.0250000 0.0326800
0.0125000 0.0236700
0.0000000 0.0000000
0.0125000 -0.0236700
0.0250000 -0.0326800
0.0500000 -0.0444300
0.0750000 -0.0525000
0.1000000 -0.0585300
0.1500000 -0.0668200
0.2000000 -0.0717200
0.2500000 -0.0742700
0.3000000 -0.0750200
0.4000000 -0.0725400
0.5000000 -0.0661700
0.6000000 -0.0570400
0.7000000 -0.0458000
0.8000000 -0.0327900
0.9000000 -0.0181000
0.9500000 -0.0100800
1.0000000 -0.0015800
