E222  (10.17%)
1.0000000 0.0000000
0.9966900 0.0007100
0.9872200 0.0029100
0.9724100 0.0064500
0.9527000 0.0107800
0.9281200 0.0156000
0.8988900 0.0209200
0.8654700 0.0266600
0.8283000 0.0326900
0.7878400 0.0388300
0.7445800 0.0449200
0.6990100 0.0507900
0.6516200 0.0563000
0.6029200 0.0612700
0.5534200 0.0655800
0.5036100 0.0690800
0.4539900 0.0716700
0.4050300 0.0732600
0.3571900 0.0737800
0.3109100 0.0731900
0.2666200 0.0714700
0.2247100 0.0686400
0.1855500 0.0647300
0.1494700 0.0598100
0.1167800 0.0539500
0.0877400 0.0472800
0.0625800 0.0399400
0.0414900 0.0321000
0.0246100 0.0239600
0.0120300 0.0157800
0.0038200 0.0079200
0.0000700 0.0010000
0.0019900 -0.0047000
0.0099000 -0.0099300
0.0229100 -0.0149900
0.0408300 -0.0195300
0.0635100 -0.0234000
0.0907800 -0.0264800
0.1224300 -0.0287200
0.1582100 -0.0301000
0.1977900 -0.0306400
0.2408300 -0.0303500
0.2869000 -0.0293200
0.3355700 -0.0276000
0.3863400 -0.0253100
0.4386700 -0.0225400
0.4920100 -0.0194200
0.5457800 -0.0160800
0.5993500 -0.0126600
0.6521200 -0.0092800
0.7034400 -0.0060900
0.7526800 -0.0032000
0.7992000 -0.0007500
0.8423800 0.0011800
0.8815700 0.0024900
0.9161800 0.0031300
0.9456000 0.0030600
0.9691600 0.0023400
0.9862500 0.0012800
0.9965600 0.0003600
1.0000000 0.0000000
