E205  (10.48%)
1.0000000 0.0000000
0.9965500 0.0003900
0.9864900 0.0017400
0.9704900 0.0042700
0.9491600 0.0077800
0.9228500 0.0119600
0.8917500 0.0166800
0.8562400 0.0219900
0.8168400 0.0278600
0.7741200 0.0341900
0.7286600 0.0408800
0.6810800 0.0477700
0.6320400 0.0547000
0.5821800 0.0614700
0.5321700 0.0678200
0.4826500 0.0734200
0.4341000 0.0778500
0.3868000 0.0808100
0.3410100 0.0821400
0.2969900 0.0817700
0.2549600 0.0797000
0.2150800 0.0760600
0.1776400 0.0711100
0.1430200 0.0650700
0.1115700 0.0581100
0.0836000 0.0504000
0.0593700 0.0421100
0.0390900 0.0334400
0.0229200 0.0246100
0.0109700 0.0158900
0.0033100 0.0076600
0.0000200 0.0005500
0.0023300 -0.0050600
0.0106500 -0.0098800
0.0241900 -0.0142000
0.0429100 -0.0177600
0.0666900 -0.0205300
0.0953400 -0.0225200
0.1286400 -0.0237800
0.1662700 -0.0243600
0.2078300 -0.0243500
0.2529000 -0.0238400
0.3009700 -0.0229200
0.3514900 -0.0216800
0.4038800 -0.0202100
0.4575100 -0.0185900
0.5117400 -0.0168900
0.5659100 -0.0151600
0.6193800 -0.0134500
0.6714900 -0.0118000
0.7216000 -0.0102300
0.7691100 -0.0087600
0.8134300 -0.0074000
0.8540000 -0.0061400
0.8903400 -0.0049700
0.9219500 -0.0038000
0.9486000 -0.0025200
0.9701700 -0.0012500
0.9863500 -0.0003600
0.9965100 -0.0000300
1.0000000 0.0000000
